t,Node_ID,Temp,Moist
15-Mar-2022 03:40:34,5,23.94,42.86
15-Mar-2022 03:41:32,10,24.63,51.02
15-Mar-2022 03:43:32,11,24.29,44.9
15-Mar-2022 03:43:48,8,24.63,44.9
15-Mar-2022 03:46:03,9,24.98,46.53
15-Mar-2022 03:49:07,4,24.63,59.59
15-Mar-2022 03:53:18,3,24.63,44.9
15-Mar-2022 03:53:28,7,24.63,44.49
15-Mar-2022 03:53:39,6,24.63,42.86
15-Mar-2022 03:56:14,12,24.63,39.18
15-Mar-2022 03:58:07,1,24.29,60.41
15-Mar-2022 04:00:29,5,23.94,42.86
15-Mar-2022 04:01:26,10,24.63,50.61
15-Mar-2022 04:03:26,11,24.29,44.9
15-Mar-2022 04:05:57,9,24.98,46.53
15-Mar-2022 04:09:02,4,24.63,60
15-Mar-2022 04:13:12,3,24.63,44.9
15-Mar-2022 04:13:22,7,24.63,44.08
15-Mar-2022 04:13:34,6,24.29,42.86
15-Mar-2022 04:16:07,12,24.29,39.18
15-Mar-2022 04:20:22,5,23.94,42.86
15-Mar-2022 04:23:21,11,24.29,44.9
15-Mar-2022 04:23:36,8,24.29,44.49
15-Mar-2022 04:25:52,9,24.63,46.94
15-Mar-2022 04:28:56,4,24.63,59.59
15-Mar-2022 04:33:06,3,24.63,44.9
15-Mar-2022 04:33:16,7,24.63,44.49
15-Mar-2022 04:33:29,6,24.29,42.86
15-Mar-2022 04:36:02,12,24.29,39.59
15-Mar-2022 04:37:52,1,24.29,60.41
15-Mar-2022 04:40:17,5,23.94,42.86
15-Mar-2022 04:41:17,10,24.29,50.61
15-Mar-2022 04:43:16,11,24.29,44.9
15-Mar-2022 04:43:30,8,24.29,44.9
15-Mar-2022 04:45:46,9,24.63,46.53
15-Mar-2022 04:48:51,4,24.63,59.59
15-Mar-2022 04:53:01,3,24.29,44.9
15-Mar-2022 04:53:10,7,24.63,44.49
15-Mar-2022 04:53:24,6,24.29,43.27
15-Mar-2022 04:55:57,12,24.29,39.59
15-Mar-2022 04:57:47,1,24.29,60.41
15-Mar-2022 05:00:11,5,23.59,42.86
15-Mar-2022 05:01:12,10,24.29,50.61
15-Mar-2022 05:03:09,11,24.29,44.9
15-Mar-2022 05:03:24,8,24.29,44.9
15-Mar-2022 05:05:41,9,24.63,46.53
15-Mar-2022 05:08:46,4,24.29,59.59
15-Mar-2022 05:12:55,3,24.29,44.9
15-Mar-2022 05:13:04,7,24.29,44.49
15-Mar-2022 05:13:20,6,24.29,43.27
15-Mar-2022 05:15:53,12,24.29,39.18
15-Mar-2022 05:17:40,1,23.94,60.41
15-Mar-2022 05:20:05,5,23.59,42.86
15-Mar-2022 05:21:08,10,24.29,50.61
15-Mar-2022 05:23:04,11,23.94,44.9
15-Mar-2022 05:23:19,8,24.29,44.9
15-Mar-2022 05:25:35,9,24.63,46.53
15-Mar-2022 05:28:40,4,24.29,59.59
15-Mar-2022 05:32:49,3,24.29,44.9
15-Mar-2022 05:32:58,7,24.29,44.08
15-Mar-2022 05:33:15,6,24.29,43.27
15-Mar-2022 05:35:48,12,23.94,39.18
15-Mar-2022 05:37:33,1,23.94,60.41
15-Mar-2022 05:39:59,5,23.59,42.86
15-Mar-2022 05:41:03,10,23.94,50.61
15-Mar-2022 05:42:58,11,23.94,44.9
15-Mar-2022 05:43:14,8,23.94,44.9
15-Mar-2022 05:45:29,9,24.29,46.53
15-Mar-2022 05:48:35,4,24.29,59.59
15-Mar-2022 05:52:43,3,24.29,44.9
15-Mar-2022 05:52:52,7,24.29,44.49
15-Mar-2022 05:53:10,6,23.94,42.86
15-Mar-2022 05:55:43,12,23.94,39.18
15-Mar-2022 05:57:26,1,23.94,60.41
15-Mar-2022 05:59:53,5,23.59,42.86
15-Mar-2022 06:00:58,10,23.94,50.61
15-Mar-2022 06:02:51,11,23.94,44.9
15-Mar-2022 06:03:09,8,23.94,44.49
15-Mar-2022 06:05:23,9,24.29,46.53
15-Mar-2022 06:08:30,4,24.29,59.59
15-Mar-2022 06:12:37,3,24.29,44.9
15-Mar-2022 06:12:46,7,24.29,44.08
15-Mar-2022 06:13:05,6,23.94,42.86
15-Mar-2022 06:15:37,12,23.94,39.18
15-Mar-2022 06:17:20,1,23.94,60
15-Mar-2022 06:19:48,5,23.59,42.86
15-Mar-2022 06:22:45,11,23.94,44.9
15-Mar-2022 06:23:04,8,23.94,44.49
15-Mar-2022 06:25:16,9,24.29,46.53
15-Mar-2022 06:28:24,4,24.29,59.18
15-Mar-2022 06:32:32,3,23.94,44.9
15-Mar-2022 06:32:41,7,24.29,44.49
15-Mar-2022 06:33:00,6,23.94,43.27
15-Mar-2022 06:35:32,12,23.94,39.59
15-Mar-2022 06:37:14,1,23.94,60.41
15-Mar-2022 06:39:42,5,23.24,42.86
15-Mar-2022 06:40:48,10,23.94,50.61
15-Mar-2022 06:42:38,11,23.94,44.9
15-Mar-2022 06:45:09,9,24.29,46.53
15-Mar-2022 06:48:19,4,23.94,59.59
15-Mar-2022 06:52:26,3,23.94,44.9
15-Mar-2022 06:52:35,7,23.94,44.08
15-Mar-2022 06:52:55,6,23.94,43.67
15-Mar-2022 06:55:27,12,23.94,39.59
15-Mar-2022 06:57:06,1,23.94,60.41
15-Mar-2022 06:59:36,5,23.24,42.86
15-Mar-2022 07:00:43,10,23.59,50.61
15-Mar-2022 07:02:32,11,23.94,44.9
15-Mar-2022 07:02:52,8,23.59,44.49
15-Mar-2022 07:05:04,9,24.29,46.53
15-Mar-2022 07:08:13,4,23.94,59.59
15-Mar-2022 07:12:21,3,23.94,44.9
15-Mar-2022 07:12:29,7,23.94,44.49
15-Mar-2022 07:12:50,6,23.94,43.27
15-Mar-2022 07:15:22,12,23.59,39.18
15-Mar-2022 07:16:59,1,23.59,60.41
15-Mar-2022 07:19:30,5,23.24,42.86
15-Mar-2022 07:20:39,10,23.59,50.61
15-Mar-2022 07:22:26,11,23.59,44.9
15-Mar-2022 07:22:47,8,23.59,44.49
15-Mar-2022 07:24:57,9,23.94,46.53
15-Mar-2022 07:28:08,4,23.94,59.59
15-Mar-2022 07:32:15,3,23.94,44.9
15-Mar-2022 07:32:23,7,23.94,44.49
15-Mar-2022 07:32:45,6,23.59,43.27
15-Mar-2022 07:35:17,12,23.59,39.18
15-Mar-2022 07:36:50,1,23.59,60.41
15-Mar-2022 07:39:24,5,23.24,42.86
15-Mar-2022 07:40:34,10,23.59,50.61
15-Mar-2022 07:42:20,11,23.59,44.9
15-Mar-2022 07:44:51,9,23.94,46.53
15-Mar-2022 07:48:03,4,23.94,59.59
15-Mar-2022 07:52:09,3,23.94,44.9
15-Mar-2022 07:52:18,7,23.94,44.49
15-Mar-2022 07:52:40,6,23.59,42.86
15-Mar-2022 07:55:12,12,23.59,39.59
15-Mar-2022 07:56:44,1,23.59,60
15-Mar-2022 07:59:19,5,23.24,42.86
15-Mar-2022 08:00:30,10,23.59,50.61
15-Mar-2022 08:02:15,11,23.59,45.31
15-Mar-2022 08:02:36,8,23.59,44.49
15-Mar-2022 08:04:45,9,23.94,46.53
15-Mar-2022 08:07:58,4,23.94,59.18
15-Mar-2022 08:12:03,3,23.59,44.9
15-Mar-2022 08:12:12,7,23.94,44.49
15-Mar-2022 08:12:35,6,23.59,42.86
15-Mar-2022 08:15:06,12,23.59,39.18
15-Mar-2022 08:16:38,1,23.59,60.41
15-Mar-2022 08:19:13,5,22.9,42.86
15-Mar-2022 08:20:25,10,23.24,50.61
15-Mar-2022 08:22:09,11,23.59,45.31
15-Mar-2022 08:22:31,8,23.59,44.9
15-Mar-2022 08:24:39,9,23.94,46.53
15-Mar-2022 08:27:52,4,23.94,59.18
15-Mar-2022 08:31:57,3,23.59,44.9
15-Mar-2022 08:32:06,7,23.94,44.49
15-Mar-2022 08:32:30,6,23.59,42.86
15-Mar-2022 08:35:00,12,23.59,39.18
15-Mar-2022 08:36:30,1,23.59,60
15-Mar-2022 08:39:08,5,22.9,42.86
15-Mar-2022 08:40:20,10,23.24,50.61
15-Mar-2022 08:42:03,11,23.59,44.9
15-Mar-2022 08:42:25,8,23.24,44.49
15-Mar-2022 08:44:33,9,23.94,46.53
15-Mar-2022 08:47:47,4,23.59,59.18
15-Mar-2022 08:51:51,3,23.59,44.9
15-Mar-2022 08:52:00,7,23.59,44.49
15-Mar-2022 08:52:25,6,23.59,42.86
15-Mar-2022 08:54:55,12,23.24,39.18
15-Mar-2022 08:56:25,1,23.59,60
15-Mar-2022 08:59:02,5,22.9,42.86
15-Mar-2022 09:00:15,10,23.24,50.61
15-Mar-2022 09:01:56,11,23.59,45.31
15-Mar-2022 09:02:20,8,23.24,44.49
15-Mar-2022 09:04:28,9,23.59,46.53
15-Mar-2022 09:07:42,4,23.59,59.18
15-Mar-2022 09:11:46,3,23.59,44.9
15-Mar-2022 09:11:55,7,23.59,44.49
15-Mar-2022 09:12:20,6,23.59,42.86
15-Mar-2022 09:14:49,12,23.24,39.18
15-Mar-2022 09:16:19,1,23.24,60
15-Mar-2022 09:18:56,5,22.9,42.86
15-Mar-2022 09:21:50,11,23.24,44.9
15-Mar-2022 09:24:21,9,23.59,46.53
15-Mar-2022 09:27:36,4,23.59,59.18
15-Mar-2022 09:31:40,3,23.59,44.9
15-Mar-2022 09:31:49,7,23.59,44.49
15-Mar-2022 09:32:16,6,23.24,42.45
15-Mar-2022 09:34:44,12,23.24,39.59
15-Mar-2022 09:36:14,1,23.24,60
15-Mar-2022 09:38:50,5,22.9,42.86
15-Mar-2022 09:40:05,10,22.9,50.61
15-Mar-2022 09:41:44,11,23.24,45.31
15-Mar-2022 09:42:09,8,23.24,44.49
15-Mar-2022 09:44:15,9,23.59,46.53
15-Mar-2022 09:47:31,4,23.59,59.18
15-Mar-2022 09:51:34,3,23.59,44.9
15-Mar-2022 09:51:43,7,23.59,44.49
15-Mar-2022 09:52:11,6,23.24,42.86
15-Mar-2022 09:54:39,12,23.24,39.59
15-Mar-2022 09:56:09,1,23.24,60
15-Mar-2022 09:58:44,5,22.9,42.86
15-Mar-2022 10:00:00,10,22.9,50.61
15-Mar-2022 10:01:38,11,23.24,44.9
15-Mar-2022 10:04:09,9,23.59,46.53
15-Mar-2022 10:07:27,4,23.59,59.18
15-Mar-2022 10:11:29,3,23.59,44.9
15-Mar-2022 10:11:38,7,23.59,44.49
15-Mar-2022 10:12:06,6,23.24,42.86
15-Mar-2022 10:14:34,12,23.24,39.59
15-Mar-2022 10:16:01,1,23.24,60
15-Mar-2022 10:18:38,5,22.55,42.86
15-Mar-2022 10:19:54,10,22.9,50.61
15-Mar-2022 10:21:34,11,23.24,44.9
15-Mar-2022 10:21:58,8,22.9,44.49
15-Mar-2022 10:24:04,9,23.59,46.53
15-Mar-2022 10:27:22,4,23.59,59.59
15-Mar-2022 10:31:24,3,23.24,44.9
15-Mar-2022 10:31:32,7,23.59,44.49
15-Mar-2022 10:32:01,6,23.24,42.86
15-Mar-2022 10:34:29,12,22.9,39.59
15-Mar-2022 10:35:56,1,23.24,60
15-Mar-2022 10:38:33,5,22.55,42.86
15-Mar-2022 10:41:29,11,23.24,44.9
15-Mar-2022 10:41:54,8,22.9,44.49
15-Mar-2022 10:44:00,9,23.24,46.53
15-Mar-2022 10:47:17,4,23.24,59.18
15-Mar-2022 10:51:20,3,23.24,44.9
15-Mar-2022 10:51:28,7,23.24,44.49
15-Mar-2022 10:51:58,6,23.24,42.45
15-Mar-2022 10:55:48,1,23.24,60
15-Mar-2022 10:58:29,5,22.55,42.86
15-Mar-2022 10:59:46,10,22.55,50.61
15-Mar-2022 11:01:25,11,23.24,44.9
15-Mar-2022 11:03:57,9,23.24,46.53
15-Mar-2022 11:07:13,4,23.24,59.18
15-Mar-2022 11:11:17,3,23.24,45.31
15-Mar-2022 11:11:24,7,23.24,44.49
15-Mar-2022 11:11:54,6,23.24,42.86
15-Mar-2022 11:14:19,12,22.9,39.18
15-Mar-2022 11:15:44,1,22.9,60
15-Mar-2022 11:18:25,5,22.55,42.86
15-Mar-2022 11:19:42,10,22.55,50.61
15-Mar-2022 11:21:20,11,23.24,44.9
15-Mar-2022 11:21:47,8,22.9,44.49
15-Mar-2022 11:27:10,4,23.24,59.18
15-Mar-2022 11:31:13,3,23.24,45.31
15-Mar-2022 11:31:20,7,23.24,44.49
15-Mar-2022 11:31:51,6,23.24,42.86
15-Mar-2022 11:34:16,12,22.9,39.18
15-Mar-2022 11:35:40,1,22.9,60
15-Mar-2022 11:38:22,5,22.55,42.86
15-Mar-2022 11:39:40,10,22.55,50.61
15-Mar-2022 11:41:15,11,22.9,45.31
15-Mar-2022 11:41:44,8,22.9,44.9
15-Mar-2022 11:43:51,9,23.24,46.53
15-Mar-2022 11:47:06,4,23.24,59.18
15-Mar-2022 11:51:10,3,23.24,45.31
15-Mar-2022 11:51:16,7,23.24,44.9
15-Mar-2022 11:51:48,6,22.9,42.45
15-Mar-2022 11:54:12,12,22.9,39.18
15-Mar-2022 11:55:34,1,22.9,60
15-Mar-2022 11:58:17,5,22.55,42.86
15-Mar-2022 11:59:38,10,22.55,50.61
15-Mar-2022 12:01:11,11,22.9,45.31
15-Mar-2022 12:01:42,8,22.9,44.49
15-Mar-2022 12:03:48,9,23.24,46.94
15-Mar-2022 12:07:02,4,23.24,59.18
15-Mar-2022 12:11:07,3,23.24,45.31
15-Mar-2022 12:11:45,6,22.9,42.86
15-Mar-2022 12:14:09,12,22.9,40
15-Mar-2022 12:15:27,1,22.9,60
15-Mar-2022 12:18:14,5,22.55,42.86
15-Mar-2022 12:19:35,10,22.55,50.61
15-Mar-2022 12:21:08,11,22.9,45.31
15-Mar-2022 12:21:40,8,23.24,44.49
15-Mar-2022 12:23:43,9,23.24,46.53
15-Mar-2022 12:26:58,4,23.24,59.18
15-Mar-2022 12:31:05,3,23.24,45.31
15-Mar-2022 12:31:09,7,23.24,44.49
15-Mar-2022 12:31:42,6,23.24,42.86
15-Mar-2022 12:34:05,12,22.9,40
15-Mar-2022 12:35:21,1,22.9,60
15-Mar-2022 12:38:11,5,22.55,42.86
15-Mar-2022 12:39:33,10,22.55,50.61
15-Mar-2022 12:41:05,11,23.24,45.31
15-Mar-2022 12:41:37,8,23.24,44.9
15-Mar-2022 12:43:41,9,23.24,46.53
15-Mar-2022 12:46:56,4,23.59,59.18
15-Mar-2022 12:51:03,3,23.59,45.31
15-Mar-2022 12:51:05,7,23.24,44.49
15-Mar-2022 12:51:41,6,23.24,42.86
15-Mar-2022 12:54:00,12,23.24,39.59
15-Mar-2022 12:55:19,1,23.24,60
15-Mar-2022 12:58:07,5,22.55,43.27
15-Mar-2022 12:59:33,10,22.9,50.61
15-Mar-2022 13:01:00,11,23.24,45.31
15-Mar-2022 13:01:33,8,23.24,44.49
15-Mar-2022 13:03:37,9,23.59,46.94
15-Mar-2022 13:06:53,4,23.59,59.18
15-Mar-2022 13:11:01,3,23.59,44.9
15-Mar-2022 13:11:02,7,23.24,44.49
15-Mar-2022 13:11:38,6,23.24,42.86
15-Mar-2022 13:13:57,12,23.24,39.59
15-Mar-2022 13:15:14,1,23.24,60.41
15-Mar-2022 13:18:04,5,22.55,42.86
15-Mar-2022 13:19:32,10,22.9,50.61
15-Mar-2022 13:20:57,11,23.24,45.31
15-Mar-2022 13:21:31,8,23.59,44.49
15-Mar-2022 13:23:33,9,23.59,46.94
15-Mar-2022 13:26:51,4,23.59,59.59
15-Mar-2022 13:30:57,3,23.59,44.9
15-Mar-2022 13:30:59,7,23.24,44.49
15-Mar-2022 13:31:35,6,23.24,42.86
15-Mar-2022 13:33:55,12,23.24,39.18
15-Mar-2022 13:35:09,1,23.24,60
15-Mar-2022 13:38:00,5,22.9,42.86
15-Mar-2022 13:41:27,8,23.59,44.49
15-Mar-2022 13:43:28,9,23.59,46.94
15-Mar-2022 13:46:48,4,23.59,59.18
15-Mar-2022 13:50:53,3,23.94,44.9
15-Mar-2022 13:50:54,7,23.24,44.49
15-Mar-2022 13:51:32,6,23.24,42.45
15-Mar-2022 13:53:52,12,23.59,39.18
15-Mar-2022 13:55:06,1,23.24,60
15-Mar-2022 13:57:56,5,22.9,42.86
15-Mar-2022 13:59:27,10,23.24,50.61
15-Mar-2022 14:00:50,11,23.24,45.31
15-Mar-2022 14:01:23,8,23.94,44.49
15-Mar-2022 14:03:23,9,23.94,46.94
15-Mar-2022 14:06:45,4,23.94,59.18
15-Mar-2022 14:10:48,3,23.94,44.9
15-Mar-2022 14:10:49,7,23.59,44.49
15-Mar-2022 14:11:29,6,23.59,42.86
15-Mar-2022 14:15:00,1,23.24,60
15-Mar-2022 14:17:52,5,22.9,42.86
15-Mar-2022 14:19:24,10,23.59,50.61
15-Mar-2022 14:20:46,11,23.59,45.31
15-Mar-2022 14:21:19,8,24.29,44.49
15-Mar-2022 14:23:18,9,23.94,46.94
15-Mar-2022 14:26:41,4,23.94,59.18
15-Mar-2022 14:30:44,3,24.29,44.9
15-Mar-2022 14:30:44,7,23.59,44.49
15-Mar-2022 14:31:25,6,23.59,42.45
15-Mar-2022 14:33:41,12,23.59,39.18
15-Mar-2022 14:34:55,1,23.24,60
15-Mar-2022 14:37:47,5,23.24,42.86
15-Mar-2022 14:39:20,10,23.94,50.61
15-Mar-2022 14:40:42,11,23.59,44.9
15-Mar-2022 14:43:13,9,23.94,46.94
15-Mar-2022 14:46:37,4,24.29,58.78
15-Mar-2022 14:50:39,7,23.59,44.49
15-Mar-2022 14:50:39,3,24.63,44.9
15-Mar-2022 14:51:21,6,23.59,42.45
15-Mar-2022 14:54:52,1,23.59,60
15-Mar-2022 14:57:42,5,23.24,42.45
15-Mar-2022 14:59:16,10,24.29,50.61
15-Mar-2022 15:00:37,11,23.59,45.31
15-Mar-2022 15:01:13,8,24.63,44.08
15-Mar-2022 15:03:07,9,24.29,46.94
15-Mar-2022 15:06:33,4,24.63,59.18
15-Mar-2022 15:10:34,7,23.59,44.08
15-Mar-2022 15:10:36,3,24.63,44.9
15-Mar-2022 15:11:17,6,23.59,42.45
15-Mar-2022 15:13:32,12,24.29,39.18
15-Mar-2022 15:14:47,1,23.59,60
15-Mar-2022 15:17:37,5,23.24,42.45
15-Mar-2022 15:19:12,10,24.63,50.61
15-Mar-2022 15:20:32,11,23.94,44.9
15-Mar-2022 15:23:02,9,24.63,46.94
15-Mar-2022 15:26:28,4,24.63,59.18
15-Mar-2022 15:30:29,7,23.94,44.08
15-Mar-2022 15:31:13,6,23.94,42.04
15-Mar-2022 15:33:27,12,24.29,39.18
15-Mar-2022 15:34:39,1,23.59,60
15-Mar-2022 15:39:08,10,25.33,50.2
15-Mar-2022 15:40:28,11,24.29,44.9
15-Mar-2022 15:41:03,8,25.33,44.08
15-Mar-2022 15:42:56,9,24.63,46.94
15-Mar-2022 15:46:23,4,24.98,59.18
15-Mar-2022 15:50:26,3,24.98,44.9
15-Mar-2022 15:53:22,12,24.63,38.78
15-Mar-2022 15:57:27,5,23.59,42.45
15-Mar-2022 15:59:04,10,25.67,50.2
15-Mar-2022 16:00:22,11,24.29,44.9
15-Mar-2022 16:00:56,8,25.67,44.08
15-Mar-2022 16:06:17,4,24.98,59.18
15-Mar-2022 16:10:18,7,24.29,43.67
15-Mar-2022 16:11:05,6,23.94,42.04
15-Mar-2022 16:13:16,12,24.63,38.78
15-Mar-2022 16:14:28,1,23.94,59.59
15-Mar-2022 16:17:22,5,23.94,42.45
15-Mar-2022 16:18:59,10,26.02,50.2
15-Mar-2022 16:20:17,11,24.63,44.9
15-Mar-2022 16:20:51,8,26.02,44.08
15-Mar-2022 16:22:47,9,24.98,46.53
15-Mar-2022 16:30:15,3,25.33,44.49
15-Mar-2022 16:33:11,12,24.63,38.78
15-Mar-2022 16:34:23,1,24.29,59.59
15-Mar-2022 16:37:16,5,23.94,42.04
15-Mar-2022 16:40:10,11,24.63,44.49
15-Mar-2022 16:40:46,8,26.37,44.08
15-Mar-2022 16:42:41,9,24.98,46.53
15-Mar-2022 16:50:04,7,24.29,43.27
15-Mar-2022 16:50:08,3,25.67,44.49
15-Mar-2022 16:50:54,6,24.29,42.04
15-Mar-2022 16:53:04,12,24.98,38.78
15-Mar-2022 16:54:15,1,24.29,59.59
15-Mar-2022 16:57:07,5,23.94,42.04
15-Mar-2022 16:58:47,10,26.71,50.2
15-Mar-2022 17:00:05,11,24.98,44.49
15-Mar-2022 17:00:40,8,26.71,44.08
15-Mar-2022 17:02:35,9,25.33,46.53
15-Mar-2022 17:05:59,4,25.67,58.78
15-Mar-2022 17:09:59,7,24.29,43.27
15-Mar-2022 17:10:03,3,25.67,44.49
15-Mar-2022 17:10:50,6,24.29,42.04
15-Mar-2022 17:14:08,1,24.29,59.59
15-Mar-2022 17:17:02,5,24.29,42.04
15-Mar-2022 17:18:43,10,27.06,49.8
15-Mar-2022 17:19:59,11,24.98,44.49
15-Mar-2022 17:20:35,8,26.71,44.08
15-Mar-2022 17:22:29,9,25.33,46.53
15-Mar-2022 17:25:55,4,25.67,58.78
15-Mar-2022 17:29:54,7,24.63,43.27
15-Mar-2022 17:29:58,3,25.67,44.49
15-Mar-2022 17:30:47,6,24.63,42.04
15-Mar-2022 17:34:02,1,24.63,59.59
15-Mar-2022 17:36:57,5,24.29,42.04
15-Mar-2022 17:38:38,10,27.41,49.8
15-Mar-2022 17:39:54,11,24.98,44.08
15-Mar-2022 17:40:29,8,26.71,44.08
15-Mar-2022 17:42:23,9,25.67,46.53
15-Mar-2022 17:45:47,4,26.02,58.37
15-Mar-2022 17:49:46,7,24.63,43.27
15-Mar-2022 17:50:39,6,24.63,41.63
15-Mar-2022 17:52:46,12,25.33,38.78
15-Mar-2022 17:53:54,1,24.63,59.59
15-Mar-2022 17:56:48,5,24.63,41.63
15-Mar-2022 17:58:27,10,27.76,49.8
15-Mar-2022 17:59:45,11,25.33,44.08
15-Mar-2022 18:00:20,8,27.06,43.67
15-Mar-2022 18:02:16,9,25.67,46.53
15-Mar-2022 18:05:39,4,26.02,58.78
15-Mar-2022 18:09:38,7,24.63,42.86
15-Mar-2022 18:09:43,3,25.67,44.08
15-Mar-2022 18:10:31,6,24.98,41.63
15-Mar-2022 18:12:39,12,25.67,39.18
15-Mar-2022 18:13:46,1,24.63,59.59
15-Mar-2022 18:16:41,5,24.63,41.63
15-Mar-2022 18:18:23,10,27.76,49.8
15-Mar-2022 18:19:39,11,25.33,44.08
15-Mar-2022 18:20:13,8,27.06,43.67
15-Mar-2022 18:22:11,9,26.02,46.53
15-Mar-2022 18:25:34,4,26.02,58.78
15-Mar-2022 18:29:33,7,24.98,42.86
15-Mar-2022 18:29:38,3,25.67,44.08
15-Mar-2022 18:30:29,6,24.98,41.63
15-Mar-2022 18:32:37,12,26.02,39.18
15-Mar-2022 18:33:43,1,24.98,59.59
15-Mar-2022 18:36:36,5,24.63,41.63
15-Mar-2022 18:38:19,10,27.76,49.8
15-Mar-2022 18:39:33,11,25.33,44.08
15-Mar-2022 18:40:09,8,27.06,43.67
15-Mar-2022 18:42:06,9,26.02,46.53
15-Mar-2022 18:45:29,4,26.02,58.37
15-Mar-2022 18:49:29,7,24.98,42.86
15-Mar-2022 18:49:35,3,26.02,44.08
15-Mar-2022 18:50:26,6,25.33,41.22
15-Mar-2022 18:52:34,12,26.37,39.18
15-Mar-2022 18:53:39,1,24.98,59.59
15-Mar-2022 18:56:31,5,24.98,41.22
15-Mar-2022 18:58:14,10,27.76,49.39
15-Mar-2022 18:59:27,11,25.33,44.08
15-Mar-2022 19:00:04,8,27.06,43.67
15-Mar-2022 19:02:01,9,26.37,46.53
15-Mar-2022 19:05:25,4,26.02,58.78
15-Mar-2022 19:09:24,7,24.98,42.86
15-Mar-2022 19:09:30,3,26.02,44.08
15-Mar-2022 19:10:24,6,25.33,41.22
15-Mar-2022 19:12:28,12,26.71,39.18
15-Mar-2022 19:13:32,1,24.98,59.59
15-Mar-2022 19:16:27,5,24.98,41.22
15-Mar-2022 19:18:10,10,27.76,49.8
15-Mar-2022 19:19:21,11,25.33,43.67
15-Mar-2022 19:19:59,8,27.06,43.67
15-Mar-2022 19:21:55,9,26.37,46.53
15-Mar-2022 19:25:20,4,26.37,58.78
15-Mar-2022 19:29:19,7,25.33,42.86
15-Mar-2022 19:30:20,6,25.67,41.22
15-Mar-2022 19:32:22,12,26.71,39.18
15-Mar-2022 19:33:27,1,25.33,59.18
15-Mar-2022 19:36:22,5,24.98,41.22
15-Mar-2022 19:38:05,10,27.76,49.8
15-Mar-2022 19:39:16,11,25.33,43.67
15-Mar-2022 19:39:54,8,26.71,43.67
15-Mar-2022 19:41:49,9,26.71,46.53
15-Mar-2022 19:45:14,4,26.37,58.78
15-Mar-2022 19:49:13,7,25.33,42.86
15-Mar-2022 19:50:14,6,25.67,41.22
15-Mar-2022 19:52:16,12,27.06,38.78
15-Mar-2022 19:53:21,1,25.33,59.18
15-Mar-2022 19:56:16,5,25.33,41.22
15-Mar-2022 19:58:01,10,27.76,49.39
15-Mar-2022 19:59:12,11,25.33,43.67
15-Mar-2022 19:59:49,8,26.71,43.67
15-Mar-2022 20:01:42,9,26.71,46.53
15-Mar-2022 20:05:08,4,26.37,59.18
15-Mar-2022 20:09:07,7,25.33,42.45
15-Mar-2022 20:09:12,3,26.02,44.08
15-Mar-2022 20:10:07,6,25.67,41.22
15-Mar-2022 20:12:10,12,27.06,38.78
15-Mar-2022 20:13:14,1,25.33,59.18
15-Mar-2022 20:16:10,5,25.33,41.22
15-Mar-2022 20:17:56,10,27.41,49.39
15-Mar-2022 20:19:07,11,25.67,43.67
15-Mar-2022 20:19:42,8,26.71,43.67
15-Mar-2022 20:21:35,9,26.71,46.12
15-Mar-2022 20:25:03,4,26.37,58.78
15-Mar-2022 20:29:00,7,25.67,42.45
15-Mar-2022 20:29:06,3,26.02,43.67
15-Mar-2022 20:30:01,6,25.67,41.22
15-Mar-2022 20:33:08,1,25.33,59.18
15-Mar-2022 20:36:04,5,25.33,41.22
15-Mar-2022 20:37:50,10,27.41,49.39
15-Mar-2022 20:39:01,11,25.67,43.67
15-Mar-2022 20:39:36,8,26.71,43.67
15-Mar-2022 20:41:28,9,26.71,46.12
15-Mar-2022 20:44:57,4,26.37,58.78
15-Mar-2022 20:48:54,7,25.67,42.45
15-Mar-2022 20:48:59,3,26.02,43.67
15-Mar-2022 20:49:56,6,26.02,41.22
15-Mar-2022 20:51:56,12,27.06,38.78
15-Mar-2022 20:53:03,1,25.33,59.18
15-Mar-2022 20:55:58,5,25.33,41.22
15-Mar-2022 20:57:44,10,27.41,49.39
15-Mar-2022 20:58:53,11,25.67,43.67
15-Mar-2022 20:59:30,8,26.71,43.67
15-Mar-2022 21:01:20,9,27.06,46.12
15-Mar-2022 21:04:51,4,26.37,58.78
15-Mar-2022 21:08:46,7,25.67,42.45
15-Mar-2022 21:08:53,3,26.02,43.67
15-Mar-2022 21:09:49,6,26.02,40.82
15-Mar-2022 21:11:50,12,27.06,38.78
15-Mar-2022 21:12:55,1,25.33,59.18
15-Mar-2022 21:15:51,5,25.33,41.22
15-Mar-2022 21:17:38,10,27.41,49.39
15-Mar-2022 21:18:47,11,25.67,43.67
15-Mar-2022 21:19:23,8,26.71,43.67
15-Mar-2022 21:21:12,9,26.71,46.12
15-Mar-2022 21:24:45,4,26.37,58.78
15-Mar-2022 21:28:39,7,25.67,42.45
15-Mar-2022 21:28:46,3,26.02,43.67
15-Mar-2022 21:29:43,6,26.02,40.82
15-Mar-2022 21:31:43,12,27.06,38.37
15-Mar-2022 21:32:48,1,25.33,59.18
15-Mar-2022 21:35:44,5,25.33,41.22
15-Mar-2022 21:37:32,10,27.06,49.39
15-Mar-2022 21:38:40,11,25.67,43.67
15-Mar-2022 21:39:17,8,26.71,43.27
15-Mar-2022 21:41:04,9,26.71,46.12
